id,like,reply,retweet,view,username,text,time,text_clean,text_preprocessed,polarity_score,polarity
5404,1,1,0,196,@a_Iove_ya,Aduh blum puas jajan di prj.. ,2023-06-24 02:36:23,aduh belum puas jajan di prj,"['aduh', 'puas', 'jajan', 'prj']",3,positive
5405,0,0,0,50,@seungcheoly,"mau coba kopi yg teriak"" itu di prj tapi malu woi",2023-06-24 02:35:27,mau coba kopi yang teriak itu di prj tapi malu woi,"['coba', 'kopi', 'teriak', 'prj', 'malu', 'woi']",-8,negative
5407,0,3,0,1048,@mirarypingkan,"sebenernya mau ganti hp nunggu ip 15 keluar, eh tp di prj ibox kok diskon nya lumayan gede. jd kepikiran",2023-06-24 02:05:25,sebenarnya mau ganti handphone menunggu ip keluar eh tapi di prj ibox kok diskon nya lumayan besar jadi terpikirkan,"['ganti', 'handphone', 'tunggu', 'ip', 'eh', 'prj', 'ibox', 'diskon', 'nya', 'lumayan', 'pikir']",-1,negative
5408,0,0,0,355,@delaparan,di prj ada booth parfum hmns atau saff and co ga si?,2023-06-24 01:48:26,di prj ada booth parfum hmns atau saff dan cowok tidak sih,"['prj', 'booth', 'parfum', 'hmns', 'saff', 'cowok', 'sih']",0,neutral
5410,0,0,0,45,@vinrl18,buset macetnya prj berasa bgt cape nya anjir padahal cuma lewat doang,2023-06-24 01:38:01,buset macetnya prj berasa banget lelah nya   padahal cuma lewat doang,"['buset', 'macet', 'prj', 'asa', 'banget', 'lelah', 'nya', 'doang']",0,neutral
5411,0,1,0,62,@diddablue,"Indeed prj tuh ga aman banget banget jangan sampe linglung lah, taun lalu ke sana bener2 simulasi padang mahsyar versi jakarta mana hari terakhir",2023-06-24 01:32:16,indeed prj itu tidak aman banget banget jangan sampai linglung lah tahun lalu ke sana benar simulasi padang mahsyar versi jakarta mana hari terakhir,"['indeed', 'prj', 'aman', 'banget', 'banget', 'linglung', 'simulasi', 'padang', 'mahsyar', 'versi', 'jakarta']",0,neutral
5412,1,1,0,772,@cruncytaro,"gila, prj banyak copet ya...?",2023-06-24 01:28:16,gila prj banyak copet iya,"['gila', 'prj', 'copet', 'iya']",-4,negative
5413,0,1,0,108,@beautykjn,"tgl 30 nanti aku ulang tahun :( juni cepet banget sih masa aku udh mau nambah umur ajaa, jadi pengen ngerayain di prj cari jajanan dan chiki2 enakk ",2023-06-24 01:20:41,tanggal nanti saya ulang tahun juni cepat banget sih masa saya udah mau bertambah umur saja jadi mau merayakan di prj cari jajanan dan chiki enakk,"['tanggal', 'ulang', 'juni', 'cepat', 'banget', 'sih', 'udah', 'tambah', 'umur', 'raya', 'prj', 'cari', 'jajan', 'chiki', 'enakk']",-2,negative
5414,0,1,0,92,@linellolipop,pekan raya jakarta itu singkatan dari prj???,2023-06-24 01:14:04,pekan raya jakarta itu singkatan dari prj,"['pekan', 'raya', 'jakarta', 'singkat', 'prj']",-5,negative
5415,0,0,0,34,@linellolipop,BROOO GUA BARU TAU PRJ ITU DARI KEPANJANGAN?!?,2023-06-24 01:13:30,saudara laki-laki aku baru tahu prj itu dari kepanjangan,"['saudara', 'laki', 'prj', 'panjang']",2,positive
5416,0,0,0,96,@nocturnaliens,sekelas HAUS! aja ada di prj anjir wkwk,2023-06-24 01:11:37,sekelas haus saja ada di prj   wkwk,"['kelas', 'haus', 'prj', 'wkwk']",-2,negative
5417,1,0,0,148,@bakwan_rebuus,"jadi gini rasanya ikut event Jakarta Fair, jam 1 baru sampe rumahhh…",2023-06-24 01:05:54,jadi begini rasanya ikut event jakarta fair jam baru sampai rumah,"['event', 'jakarta', 'fair', 'jam', 'rumah']",3,positive
5418,0,2,0,198,@yucilbby,ad yg mw main ke prj brg akk gkk??,2023-06-24 01:03:33,ada yang now watching main ke prj bareng administrasi kebijakan kesehatan enggak,"['now', 'watching', 'main', 'prj', 'bareng', 'administrasi', 'bijak', 'sehat']",4,positive
5419,0,1,0,62,@kenysativa2nd,Takut banget buat ke prj,2023-06-24 01:03:19,takut banget buat ke prj,"['takut', 'banget', 'prj']",-6,negative
5420,0,0,0,143,@vynxieoura,"mau ke prj mau beli ciki yg gede, tapi liat ditiktok katanya banyak copet",2023-06-24 01:01:31,mau ke prj mau beli ciki yang besar tapi lihat ditiktok katanya banyak copet,"['prj', 'beli', 'cik', 'lihat', 'ditiktok', 'copet']",2,positive
5421,1,1,1,381,@beachbitj,"Tengah malem gini gue buka workfess, greget juga bawaannya mo salty mulu  gue jadi kepikiran, kan sebulan full ini gue ambil job spg prj ya pas weekend, gue udah tua, takut gregetan sama generasi 7-8 taun d bawah gue  soalnya gue pasti merasa saya adalah si paling benar ",2023-06-24 01:01:05,tengah malam begini aku buka workfe greget juga bawaannya mau salty terus aku jadi terpikirkan kan sebulan full ini aku ambil job sales promotion girl prj iya pas akhir pekan aku sudah tua takut geregetan sama generasi tahun di bawah aku soalnya aku pasti merasa saya adalah sih paling benar,"['malam', 'buka', 'workfe', 'greget', 'bawa', 'salty', 'pikir', 'bulan', 'full', 'ambil', 'job', 'sales', 'promotion', 'girl', 'prj', 'iya', 'pas', 'pekan', 'tua', 'takut', 'gereget', 'generasi', 'sih']",-22,negative
5422,0,1,0,463,@ebekatsu,Ada apa di PRJ 2023? Sebuah thread,2023-06-24 00:58:22,ada apa di prj sebuah thread,"['prj', 'thread']",0,neutral
5423,0,0,0,66,@nrlazizahfs,Kapan ya bisa di “ke prj yuk” in?,2023-06-24 00:49:14,kapan iya bisa di ke prj yuk ini,"['iya', 'prj', 'yuk']",4,positive
5424,0,0,0,62,@writtenbyachaaa,Ini yang ada sampe PRJ besok.gue tidur doang wkwkwk,2023-06-24 00:46:44,ini yang ada sampai prj besok aku tidur doang wkwk,"['prj', 'besok', 'tidur', 'doang', 'wkwk']",1,positive
5425,0,2,0,404,@danteriyaki,"Orang yg ke PRJ bukannya jajan, malah adu outfit, siapa juga yg moliat anjir tempat desak2 an pun ",2023-06-24 00:43:28,orang yang ke prj bukannya jajan bahkan adu outfit siapa juga yang moliat   tempat desak an pun,"['orang', 'prj', 'jajan', 'adu', 'outfit', 'moliat', 'desak', 'an']",-6,negative
5427,0,0,0,10,@pompompurinnz,udah ke gi sendiri MASA KE PRJ JUGA HRS SENDIRI??,2023-06-24 00:34:24,sudah ke lagi sendiri masa ke prj juga harus sendiri,['prj'],0,neutral
5428,0,2,0,239,@gulfsie,Galau bgt antara ngikut ke jogja apa ke PRJ.   Kenapa barengan berangkat di tanggal 8 sih,2023-06-24 00:23:07,galau banget antara ikut ke yoyakarta apa ke prj kenapa barengan berangkat di tanggal sih,"['galau', 'banget', 'yoyakarta', 'prj', 'bareng', 'berangkat', 'tanggal', 'sih']",-8,negative
5429,0,0,0,97,@mordleine,"Cape banget ke prj… seumur umur baru kali ini kesana and I don’t want to go there anymore buset, udah rame terus berisik- bisa gila w",2023-06-24 00:21:25,lelah banget ke prj seumur umur baru kali ini kesana dan saya don t want tryout go there anymore buset sudah ramai terus berisik bisa gila aku,"['lelah', 'banget', 'prj', 'umur', 'umur', 'kali', 'kesana', 'don', 't', 'want', 'tryout', 'go', 'there', 'anymore', 'buset', 'ramai', 'berisik', 'gila']",-3,negative
5430,0,0,0,39,@Ameriencano,hidup lagi capek capeknya malah adek gue kecopetan di prj kontol,2023-06-24 00:19:08,hidup lagi cape capainya bahkan adik aku kecopetan di prj kontol,"['hidup', 'cape', 'capai', 'adik', 'copet', 'prj', 'kontol']",-12,negative
5431,0,0,0,126,@zehajkoo,abis dari prj trus keren jg jastiper prj karna buset rame bgt pusing,2023-06-24 00:18:32,habis dari prj terus keren juga jastiper prj karena buset ramai banget pusing,"['habis', 'prj', 'keren', 'jastiper', 'prj', 'buset', 'ramai', 'banget', 'pusing']",-6,negative
5432,0,0,0,31,@trynafindannee,pengen ke prj tapi temen gue sibuk semua ih,2023-06-24 00:13:39,mau ke prj tapi teman aku sibuk semua ih,"['prj', 'teman', 'sibuk', 'ih']",-3,negative
5433,0,0,0,458,@nrista_,sliweran bnyk copet di prj jadi ngeri si anjir,2023-06-24 00:06:22,sliweran banyak copet di prj jadi ngeri sih  ,"['sliweran', 'copet', 'prj', 'ngeri', 'sih']",-6,negative
5434,0,0,0,33,@itsdonquixote,PRJ date anyone?,2023-06-24 00:05:29,prj date anyone,"['prj', 'date', 'anyone']",0,neutral
5435,0,1,0,298,@1_AMFREESTYLE,dari csw ke prj naik apa aja ya min  @PT_Transjakarta,2023-06-24 00:04:13,dari csw ke prj naik apa saja iya min transjakarta,"['csw', 'prj', 'iya', 'min', 'transjakarta']",0,neutral
5436,0,1,0,115,@pusingsaia,prj rame banget ya subhanallah,2023-06-23 23:59:05,prj ramai banget iya subhanallah,"['prj', 'ramai', 'banget', 'iya', 'subhanallah']",-2,negative
5437,0,0,0,96,@Chaelpark_,Paling bener beli tiket prj di hari H,2023-06-23 23:58:27,paling benar beli tiket prj di hari h,"['beli', 'tiket', 'prj', 'h']",-1,negative
5438,0,0,0,96,@siszleine,keluar dr parkiran prj aja butuh sejam ,2023-06-23 23:58:00,keluar dari parkiran prj saja butuh sejam,"['parkir', 'prj', 'butuh', 'jam']",-4,negative
5439,0,1,0,45,@tikabisawin,Ini gak ada yg nyari temen buat ke prj tgl 26??? Please kali ada angkut akuuu,2023-06-23 23:57:17,ini enggak ada yang mencari teman buat ke prj tanggal tolong kali ada angkut saya,"['cari', 'teman', 'prj', 'tanggal', 'tolong', 'kali', 'angkut']",-6,negative
5440,0,0,0,65,@andhikaamf,PRJ besok ramenya bakal kayak apa ya,2023-06-23 23:54:04,prj besok ramainya bakal seperti apa iya,"['prj', 'besok', 'ramai', 'iya']",-2,negative
5441,0,0,0,19,@tikabisawin,Pengen ke prj tapi g ada temen,2023-06-23 23:53:20,mau ke prj tapi tidak ada teman,"['prj', 'teman']",2,positive
5442,0,0,0,28,@Abang_fajrul,Adaaaah haya acara drag dikemayoran pas prj  hadaaaah,2023-06-23 23:48:34,adah haya acara drag dikemayoran pas prj hadah,"['adah', 'haya', 'acara', 'drag', 'mayor', 'pas', 'prj', 'hadah']",3,positive
5443,0,1,0,90,@citsumsum,Buka tiktok fyp prj mulu anjir apeng banget ,2023-06-23 23:44:54,buka tiktok fyp prj terus   apeng banget,"['buka', 'tiktok', 'fyp', 'prj', 'apeng', 'banget']",0,neutral
5444,0,1,0,69,@msmalika_,Jam segini baru sampe dari PRJ ,2023-06-23 23:41:09,jam segini baru sampai dari prj,"['jam', 'gin', 'prj']",0,neutral
5445,0,1,0,253,@SilkySugarr,Kak  @PT_Transjakarta   Spill cara ke PRJ dari halte rawa buaya,2023-06-23 23:37:14,kak transjakarta spill cara ke prj dari halte rawa tidak setia,"['kak', 'transjakarta', 'spill', 'prj', 'halte', 'rawa', 'setia']",4,positive
5446,0,1,0,23,@miawmeow___,Sumpah ga kerasa ternyata prj yang aku datengin tuh udah SETAHUN LALUUUUUUUH,2023-06-23 23:35:29,sumpah tidak kerasa ternyata prj yang saya datengin itu sudah setahun laluh,"['sumpah', 'rasa', 'prj', 'datengin', 'tahun', 'laluh']",-2,negative
5447,0,2,0,284,@dekoprams,ada yang ke PRJ besok?,2023-06-23 23:34:08,ada yang ke prj besok,"['prj', 'besok']",0,neutral
5448,0,1,0,236,@lalamusiala,AYO NONTON NADIN AMIZAH DI PRJ,2023-06-23 23:32:26,ayo menonton nadin amizah di prj,"['ayo', 'tonton', 'nadin', 'amizah', 'prj']",0,neutral
5449,0,1,0,220,@ADDICTEDTOPAW,kataku kita ke prj aja besok,2023-06-23 23:29:17,kataku kita ke prj saja besok,"['kata', 'prj', 'besok']",-1,negative
5450,0,1,0,119,@lalamusiala,gada yg mau nemenin liat nadin amizah dj prj 4 juli?,2023-06-23 23:29:00,tidak ada yang mau menemani lihat nadin amizah disc jockey prj juli,"['tani', 'lihat', 'nadin', 'amizah', 'disc', 'jockey', 'prj', 'juli']",3,positive
5451,0,0,0,64,@pwettysenju,siapa pengen ke prj cung ,2023-06-23 23:20:06,siapa mau ke prj cung,"['prj', 'cung']",0,neutral
5452,0,1,0,139,@papajahat_3gp,depok udah seminggu ini tiap malam hujan mulu. buangan dari PRJ apa gimana si mb Rara Maharani jawab cepatt..,2023-06-23 23:18:55,depok sudah seminggu ini tiap malam hujan terus buangan dari prj apa bagaimana sih   rara maharani jawab cepatt,"['depok', 'minggu', 'malam', 'hujan', 'buang', 'prj', 'sih', 'rara', 'maharani', 'cepatt']",-7,negative
5453,0,0,0,53,@Dorapiie,Gile makan di PRJ Food courtnya harganya agak lumayan tapi rasanya gak enak ,2023-06-23 23:17:24,gila makan di prj food courtnya harganya agak lumayan tapi rasanya enggak enak,"['gila', 'makan', 'prj', 'food', 'courtnya', 'harga', 'lumayan', 'enak']",1,positive
5454,0,0,0,73,@Whatslovve,Ternyata adq TJ yang langsung ke PRJ dr sini. Pingin aaa!,2023-06-23 23:11:21,ternyata adq tj yang langsung ke prj dari sini pengin menjadi seseorang,"['adq', 'tj', 'langsung', 'prj', 'pengin']",3,positive
5455,0,1,0,27,@HKyru,Triggering amat tiap ada post prj lewat wkwk benci,2023-06-23 23:10:24,triggering amat tiap ada post prj lewat wkwk benci,"['triggering', 'post', 'prj', 'wkwk', 'benci']",-5,negative
5456,0,0,0,77,@miniigori,"ihh seru bangett liat tiktok orang” di prj, sukakk kalau kota orang ada acara besar” an kayak gitu",2023-06-23 23:04:47,ih seru banget lihat tiktok orang di prj sukakk kalau kota orang ada acara besar an seperti begitu,"['ih', 'seru', 'banget', 'lihat', 'tiktok', 'orang', 'prj', 'sukakk', 'kota', 'orang', 'acara', 'an']",5,positive
5457,0,0,0,274,@sembilanbiru,Apa nekat aja nih gue Selasa nyamper Nadin di PRJ,2023-06-23 23:01:08,apa nekat saja ini aku selasa nyamper nadin di prj,"['nekat', 'selasa', 'nyamper', 'nadin', 'prj']",-4,negative
5458,0,1,0,40,@dylanalhadi,Ulang tahun Jakarta ala saya: Pergi ke PRJ  Pergi ke Bandung ,2023-06-23 23:00:00,ulang tahun jakarta ala saya pergi ke prj pergi ke bandung,"['ulang', 'jakarta', 'ala', 'pergi', 'prj', 'pergi', 'bandung']",-5,negative
5459,0,1,0,38,@setengahnolep,Anjir prj rame bgt cok pengen pulang,2023-06-23 22:57:24,  prj ramai banget cok mau pulang,"['prj', 'ramai', 'banget', 'cok', 'pulang']",-2,negative
5460,0,1,0,293,@laveplum,"Ayo gais aku jual 35k aja prj tanggal 25 juni, salah pilih tanggal #zonajajan #zonauangᅠ",2023-06-23 22:44:19,ayo gais saya jual ke saja prj tanggal juni salah pilih tanggal,"['ayo', 'gais', 'jual', 'prj', 'tanggal', 'juni', 'salah', 'pilih', 'tanggal']",-11,negative
5461,3,5,0,3648,@habibthink,Ada yang ke PRJ gak malam ini?,2023-06-23 22:42:14,ada yang ke prj enggak malam ini,"['prj', 'malam']",-1,negative
5462,0,0,0,81,@dreamfyr33,"cari teman buat nonton mba  @fannysoegi  tgl 29 di prj, ticket on me ",2023-06-23 22:40:10,cari teman buat menonton mbak tanggal di prj ticket on me,"['cari', 'teman', 'tonton', 'mbak', 'tanggal', 'prj', 'ticket', 'on', 'me']",-9,negative
5463,0,1,0,27,@astronomty,Plis bawa gue ke prj hueehueeh,2023-06-23 22:36:46,tolong bawa aku ke prj hueehueeh,"['tolong', 'bawa', 'prj', 'hueehueeh']",-4,negative
5464,0,1,0,109,@naikomoto,tebak aku td ke prj dpt apaaaa,2023-06-23 22:35:21,tebak saya tadi ke prj dapat apa,"['tebak', 'prj']",1,positive
5465,0,0,0,188,@chalsics,PRJ ah besok.,2023-06-23 22:32:01,prj ah besok,"['prj', 'ah', 'besok']",0,neutral
5466,0,1,0,187,@dimsade_p,"Acara double combo, PRJ & Eureka Fest.  Jakarta, area yg ga pernah ga sibuk. Semoga pada sehat2 semua team, jgn pd tumbang.",2023-06-23 22:29:09,acara double combo prj eureka fest jakarta area yang tidak pernah tidak sibuk semoga pada sehat semua tim jangan pada tumbang,"['acara', 'double', 'combo', 'prj', 'eureka', 'fest', 'jakarta', 'area', 'sibuk', 'moga', 'sehat', 'tim', 'tumbang']",-7,negative
5468,0,0,0,47,@rotybakar,aaaaaa reels nya prj semwaaa,2023-06-23 22:19:59,menjadi seseorang reels nya prj semua,"['reels', 'nya', 'prj']",0,neutral
5469,0,0,0,547,@okinxchava,Kerang ajaib kapan kita ke prj ?,2023-06-23 22:13:15,kerang ajaib kapan kita ke prj,"['kerang', 'ajaib', 'prj']",3,positive
5470,0,0,0,17,@isaactangiss,aku jdi pengen ke prj tpi aku ga di jkt wrwrrwr,2023-06-23 22:11:32,saya jadi mau ke prj tapi saya tidak di jakarta wrwrrwr,"['prj', 'jakarta', 'wrwrrwr']",0,neutral
5471,0,0,1,154,@limerence92,"Mau ke prj, tapi deket-deket ini mau idul adha. Bisa weekend tapi tiketnya mahal, PP Bekasi - Bogor - Jakarta, pasti abis duit gue",2023-06-23 22:09:49,mau ke prj tapi dekat dekat ini mau idul adha bisa akhir pekan tapi tiketnya mahal pulang pergi bekasi bogor jakarta pasti habis duit aku,"['prj', 'idul', 'adha', 'pekan', 'tiket', 'mahal', 'pulang', 'pergi', 'bekas', 'bogor', 'jakarta', 'habis', 'duit']",-2,negative
5472,0,0,0,107,@raniskan,besok prj lagi kali ya. memburu yg ga sempat diburu karena kemarin perginya sama lansia ,2023-06-23 22:09:41,besok prj lagi kali iya memburu yang tidak sempat diburu karena kemarin perginya sama lanjut usia,"['besok', 'prj', 'kali', 'iya', 'buru', 'buru', 'kemarin', 'pergi', 'usia']",-6,negative
5473,0,1,0,595,@nashvi1le,Ibox ada ga sih di prj,2023-06-23 22:07:42,ibox ada tidak sih di prj,"['ibox', 'sih', 'prj']",0,neutral
5474,0,0,0,26,@daehoneyh,Mau ke PRJ tapi masih di Jogja ,2023-06-23 22:05:33,mau ke prj tapi masih di yoyakarta,"['prj', 'yoyakarta']",0,neutral
5476,0,0,0,53,@micacuw,Woi prj ayok,2023-06-23 22:00:41,woi prj ayo,"['woi', 'prj', 'ayo']",4,positive
5477,11,3,0,13047,@kulitmekdii,Besok ke PRJ kali yaa,2023-06-23 21:53:06,besok ke prj kali ya,"['besok', 'prj', 'kali', 'ya']",0,neutral
5478,0,0,0,48,@ssxdnes,apakah kita harus ke prj sobat?,2023-06-23 21:49:47,apakah kita harus ke prj sobat,"['prj', 'sobat']",0,neutral
5479,0,0,0,44,@galaxchin,siapa mau ke prj besok,2023-06-23 21:48:36,siapa mau ke prj besok,"['prj', 'besok']",0,neutral
5480,0,0,0,44,@resiameesa,NAIKIN GAJI MAS MAS MIC MIC HOPHOP DI PRJ WKWKWKWKKWWKK,2023-06-23 21:48:36,naikan gaji mas mas mic mic hophop di prj wkwkwkwkkwwkk,"['naik', 'gaji', 'mas', 'mas', 'mic', 'mic', 'hophop', 'prj', 'wkwkwkwkkwwkk']",1,positive
5481,0,0,0,38,@starriesdawn,Anyone mau pergi ke prj ga besok? ,2023-06-23 21:48:16,anyone mau pergi ke prj tidak besok,"['anyone', 'pergi', 'prj', 'besok']",-2,negative
5482,0,0,0,39,@saIadhckben,GASABARRR BSK MAU KE PRJ,2023-06-23 21:47:01,gasabar besok mau ke prj,"['gasabar', 'besok', 'prj']",0,neutral
5483,0,0,0,66,@Rinaaach,Cpk bgt dr prj tlg hdh,2023-06-23 21:45:47,cpk banget dari prj tolong hdh,"['cpk', 'banget', 'prj', 'tolong', 'hdh']",-2,negative
5485,0,0,0,46,@alnokidio96,"Apa yang saya pikirkan ke PRJ 1. Takut hilang, harus bawa keluarga 2. Kejauhan 3. Dari tahun ke tahun sama aja.  Hmm apakah ini relate atau hanya omong kosong?",2023-06-23 21:36:39,apa yang saya pikirkan ke prj takut hilang harus bawa keluarga kejauhan dari tahun ke tahun sama saja hem apakah ini relate atau hanya omong kosong,"['pikir', 'prj', 'takut', 'hilang', 'bawa', 'keluarga', 'jauh', 'hem', 'relate', 'omong', 'kosong']",-24,negative
5487,0,1,0,54,@chingufangirls,Ini going noraebangnya gak ada di tempat lainkah? Ya Allah mager banget klo ke PRJ ,2023-06-23 21:32:41,ini pergi noraebangnya enggak ada di tempat lainkah iya allah malas banget kalau ke prj,"['pergi', 'noraebangnya', 'lain', 'iya', 'allah', 'malas', 'banget', 'prj']",-7,negative
5488,0,6,0,733,@luuvyza,siapaaa yg open jastip snack prj plissss dm,2023-06-23 21:31:53,siapa yang open jasa titip makanan ringan prj tolong direct message,"['open', 'jasa', 'titip', 'makan', 'ringan', 'prj', 'tolong', 'direct', 'message']",0,neutral
5489,0,0,0,52,@bintangdaafabs,Bsok mo ke prj,2023-06-23 21:31:28,besok mau ke prj,"['besok', 'prj']",0,neutral
5490,0,0,0,123,@ofPeatrichor,Pengen ke PRJ tapi macet terus,2023-06-23 21:31:16,mau ke prj tapi macet terus,"['prj', 'macet']",0,neutral
5491,0,0,0,54,@miiasatya,Ngide bgt ke prj ga bawa mobel biar ga bingung keluar nya dan lebih cepet yg jelas. Tp bingung pesen taksi nya suruh jalan jauh,2023-06-23 21:25:42,memberi ide banget ke prj tidak bawa mobil supaya tidak bingung keluar nya dan lebih cepat yang jelas tapi bingung pesan taksi nya suruh jalan jauh,"['ide', 'banget', 'prj', 'bawa', 'mobil', 'bingung', 'nya', 'cepat', 'bingung', 'pesan', 'taksi', 'nya', 'suruh', 'jalan']",-8,negative
5492,0,1,0,94,@ManzeetYea,Tetap PRJ di era gempuran summer tour,2023-06-23 21:24:20,tetap prj di era gempuran summer tour,"['prj', 'era', 'gempur', 'summer', 'tour']",-4,negative
5493,0,1,0,141,@irmaoctavia,PRJ yuk   Etapi gabisa di tengah keramaian anaknya,2023-06-23 21:19:31,prj yuk tapi tidak bisa di tengah keramaian anaknya,"['prj', 'yuk', 'ramai', 'anak']",2,positive
5494,0,0,0,81,@liljise0ng,member aespa jalan’nya ke prj dong pls,2023-06-23 21:19:07,member aespa jalan nya ke prj dong tolong,"['member', 'aespa', 'jalan', 'nya', 'prj', 'tolong']",-2,negative
5495,0,0,0,45,@wonderfuvl,asli tadi jalanan serameeeeeeeee itu udah prj + jalanan ditutup buat balapan HADEH,2023-06-23 21:17:15,asli tadi jalanan serame itu sudah prj jalanan ditutup buat balapan aduh,"['asli', 'jalan', 'serame', 'prj', 'jalan', 'tutup', 'balap', 'aduh']",1,positive
5496,0,0,0,17,@jeetalll,"semua orang ke prj, jadi ga fomo",2023-06-23 21:14:59,semua orang ke prj jadi tidak fomo,"['orang', 'prj', 'fomo']",0,neutral
5498,0,0,0,112,@bronto_biru,ada yang tau map jakarta fair kemayoran liat di mana gaak?,2023-06-23 21:02:20,ada yang tahu map jakarta fair kemayoran lihat di mana gaak,"['map', 'jakarta', 'fair', 'mayor', 'lihat', 'gaak']",6,positive
5499,0,1,0,202,@marieregaI,Prj kalo weekend gitu enaknya dari pagi kali ya biar sepi...,2023-06-23 20:58:25,prj jika akhir pekan begitu enaknya dari pagi kali iya supaya sepi,"['prj', 'pekan', 'enak', 'pagi', 'kali', 'iya', 'sepi']",0,neutral
5500,0,0,0,95,@hibernisa,"Kasian ayang aku, jau jau dari tayem ke prj mau beli helm sold semwa",2023-06-23 20:57:25,kasihan sayang saya jauh jauh dari tayem ke prj mau beli helm sold semua,"['kasihan', 'sayang', 'tayem', 'prj', 'beli', 'helm', 'sold']",0,neutral
5501,0,0,0,24,@jeonshbrnn,"MAU KE PRJ AAAA gile udh lama bgt gak kesana, terakhir pas zaman smp apa yh",2023-06-23 20:55:32,mau ke prj menjadi seseorang gila udah lama banget enggak kesana terakhir pas zaman sampai apa ya,"['prj', 'gila', 'udah', 'banget', 'kesana', 'pas', 'zaman', 'ya']",-1,negative
5502,0,3,0,136,@gloomyamour,Pengen ke prj tapi depannya doang terus makan kerak telor ,2023-06-23 20:51:55,mau ke prj tapi depannya doang terus makan kerak telur,"['prj', 'depan', 'doang', 'makan', 'kerak', 'telur']",-2,negative
5503,1,1,0,36,@tiaade_safitri,bm prj ih,2023-06-23 20:47:25,bm prj ih,"['bm', 'prj', 'ih']",0,neutral
5504,0,1,0,40,@milkeuteen,ini gaada yg ke prj tgl 2 juli kah,2023-06-23 20:47:20,ini tidak ada yang ke prj tanggal juli kah,"['prj', 'tanggal', 'juli', 'kah']",-4,negative
5505,0,0,0,67,@narayanaputraa,Pengen ke PRJ tapi nunggu gajian dulu,2023-06-23 20:45:51,mau ke prj tapi menunggu gajian dulu,"['prj', 'tunggu', 'gaji']",-1,negative
5506,0,0,0,49,@tisanrd,ohiya ngomong2 jd pengen ke prj deh biasanya tiap tahun pasti ke prj,2023-06-23 20:43:45,oh iya bicara jadi mau ke prj deh biasanya tiap tahun pasti ke prj,"['oh', 'iya', 'bicara', 'prj', 'deh', 'prj']",0,neutral
5507,0,0,0,10,@RFPresisi,Prj ramenya,2023-06-23 20:42:24,prj ramainya,"['prj', 'ramai']",-2,negative
5508,0,0,0,87,@vikarELMahdi,PRJ weekday rame gak ya?,2023-06-23 20:40:56,prj weekday ramai enggak iya,"['prj', 'weekday', 'ramai', 'iya']",-2,negative
5509,0,0,0,75,@anodaney,sinyal prj kya anjing,2023-06-23 20:39:37,sinyal prj kaya anjing,"['sinyal', 'prj', 'kaya', 'anjing']",-3,negative
5511,0,0,0,50,@lovinkgaon,knp tiap ke prj ga dapet sinyal mulu (ksal),2023-06-23 20:32:51,kenapa tiap ke prj tidak dapat sinyal terus ksal,"['prj', 'sinyal', 'ksal']",0,neutral
5512,0,1,0,1030,@fajarwahyu99,Min cara ke PRJ dari Mega Kuningan gimana?  @PT_Transjakarta  cepetan balas,2023-06-23 20:31:52,min cara ke prj dari mega kuningan bagaimana transjakarta cepatan balas,"['min', 'prj', 'mega', 'kuningan', 'transjakarta', 'cepat', 'balas']",-2,negative
5513,0,0,0,21,@fullsunlio,"Sumpah, gabisa gua ke prj lagi, bisa kalap mentang2 abis gajian belinya tanpa mikir",2023-06-23 20:23:49,sumpah tidak bisa aku ke prj lagi bisa kalap mentang habis gajian belinya tanpa pikir,"['sumpah', 'prj', 'kalap', 'mentang', 'habis', 'gaji', 'beli', 'pikir']",-7,negative
5514,0,0,0,84,@FALLAYAS,Ke prj cuma numpang makan terlalu rame sampe pusing,2023-06-23 20:17:47,ke prj cuma menumpang makan terlalu ramai sampai pusing,"['prj', 'tumpang', 'makan', 'ramai', 'pusing']",-8,negative
5515,0,1,0,1930,@f3tjang,"Rute 2C JIExpo itu berhenti di pintu berapa PRJ, min?  @PT_Transjakarta  dan berapa menit sekali? Terima kasih",2023-06-23 20:17:20,rute sih jakarta international expo itu berhenti di pintu berapa prj min transjakarta dan berapa menit sekali terima kasih,"['rute', 'sih', 'jakarta', 'international', 'expo', 'henti', 'pintu', 'prj', 'min', 'transjakarta', 'menit', 'terima', 'kasih']",-1,negative
5516,0,1,0,67,@keutychia,mau ke prj tapi mahal banget tiketnya kalo weekend,2023-06-23 20:16:12,mau ke prj tapi mahal banget tiketnya jika akhir pekan,"['prj', 'mahal', 'banget', 'tiket', 'pekan']",-1,negative
5517,0,0,0,164,@oceansclimates,Yang udah ke PRJ spill dong ada apa aja di sana? Terus yang wajib di beli atau cobain apa ya? ,2023-06-23 20:14:49,yang sudah ke prj spill dong ada apa saja di sana terus yang wajib di beli atau coba apa iya,"['prj', 'spill', 'wajib', 'beli', 'coba', 'iya']",-2,negative
5518,0,0,0,59,@odd_opik,Ayo kita ke Jakarta Fair nonton SID,2023-06-23 20:12:44,ayo kita ke jakarta fair menonton sid,"['ayo', 'jakarta', 'fair', 'tonton', 'sid']",3,positive
